,id,company_id,typ_id,contact_time,date,result_id
98,530,"Millennium Bright
",,4,2022-12-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
99,531,"Millennium Bright
",,0,2023-03-09 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
100,532,Panorama Windows Co LLC,,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
101,533,Panorama Windows Co LLC,,4,2022-12-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
102,534,Panorama Windows Co LLC,,5,2023-01-05 00:00:00,CEVAP YOK  WP
103,535,Panorama Windows Co LLC,,6,2023-01-30 00:00:00,CEVAP YOK  WP
104,536,Panorama Windows Co LLC,,0,2023-02-20,KATALOG WP
105,537,Panorama Windows Co LLC,,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
106,538,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
107,539,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,4,2022-12-30,CEVAP YOK
108,540,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,5,2023-01-05 00:00:00,CEVAP YOK  WP
109,541,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,6,2023-01-17 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
110,542,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,7,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
111,543,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
112,898,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,,2022-12-19,CEVAP YOK  EMAIL
113,899,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,,mamoooooo,CEVAP YOK
114,900,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,,mamoooooo,CEVAP YOK  EMAIL
115,901,"UPVC & ALUMINIUM - AAT COMPANY أضواء الأحتراف
",,,202222,CEVAP YOK  EMAIL
116,544,"""Al-Kemyani Aluminum & UPVC
""",,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
117,545,"""Al-Kemyani Aluminum & UPVC
""",,4,2023-01-05 00:00:00,CEVAP YOK  WP
118,546,"""Al-Kemyani Aluminum & UPVC
""",,5,2023-01-17 00:00:00,ŞİMDİLİK OLMUYOR
119,547,"""Al-Kemyani Aluminum & UPVC
""",,6,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
120,548,"""Al-Kemyani Aluminum & UPVC
""",,0,2023-02-20,HATIRLATMA VE SORUYA CEVAP VERME
121,549,"""Al-Kemyani Aluminum & UPVC
""",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
122,550,"Winner International LLC Main Office
",,3,2022-12-19 00:00:00,CEVAP YOK
123,551,"Winner International LLC Main Office
",,4,2023-01-05 00:00:00,CEVAP YOK
124,552,"Winner International LLC Main Office
",,5,2023-01-17 00:00:00,İLGİLENMİYOR
125,553,"Winner International LLC Main Office
",,6,2023-01-30 00:00:00,CEVAP YOK  WP
126,554,"Aluminium workshop ورش الألمنيوم
",,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
127,555,"Aluminium workshop ورش الألمنيوم
",,4,2022-12-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
128,556,"Aluminium workshop ورش الألمنيوم
",,5,2023-01-05 00:00:00,ŞİMDİLİK OLMUYOR
129,557,"Aluminium workshop ورش الألمنيوم
",,6,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
130,558,"Muscat Windows
",,2,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
131,559,"Muscat Windows
",,3,2023-01-05 00:00:00,CEVAP YOK  WP
132,560,"Muscat Windows
",,5,2023-01-17 00:00:00,CEVAP YOK  WP
133,561,"Muscat Windows
",,6,2023-01-30 00:00:00,PROJE BEKLENİYOR
134,562,"Muscat Windows
",,0,2023-02-20,HATIRLATMA VE SORUYA CEVAP VERME
135,563,"Muscat Windows
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
136,564,"MGE UPVC Door & Window
",,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
137,565,"MGE UPVC Door & Window
",,4,2023-01-05 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
138,566,"MGE UPVC Door & Window
",,5,2023-01-17 00:00:00,CEVAP YOK  WP
139,567,"MGE UPVC Door & Window
",,6,2023-01-30 00:00:00,CEVAP YOK  EMAIL
140,568,"MGE UPVC Door & Window
",,0,2023-02-20,CEVAP YOK  WP
141,569,"MGE UPVC Door & Window
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
142,896,"MGE UPVC Door & Window
",,,2022-12-19,CEVAP YOK  EMAIL
143,897,"MGE UPVC Door & Window
",,,2022-12-19,CEVAP YOK  EMAIL
144,570,"Almersal al mutakamilah
",,3,2023-01-05 00:00:00,PROJE BEKLENİYOR
145,571,"Almersal al mutakamilah
",,5,2023-01-17 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
146,572,"Almersal al mutakamilah
",,0,2023-02-20 00:00:00,CEVAP YOK  WP
147,573,"Almersal al mutakamilah
",,7,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
148,574,"Almersal al mutakamilah
",,0,2023-03-09,CEVAP YOK  WP
149,575,"Abu Nadil Trade.Service
",,4,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
150,576,"Abu Nadil Trade.Service
",,5,2023-01-05 00:00:00,SONRA ARA
151,577,"Abu Nadil Trade.Service
",,6,2023-01-17 00:00:00,CEVAP YOK  WP
152,578,"Abu Nadil Trade.Service
",,7,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
153,579,"Abu Nadil Trade.Service
",,0,2023-02-20,HATIRLATMA VE SORUYA CEVAP VERME
154,580,"Abu Nadil Trade.Service
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
155,581,"Shomk al abda
",,4,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
156,582,"Shomk al abda
",,5,2023-01-05 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
157,583,"Shomk al abda
",,6,2023-01-17 00:00:00,CEVAP YOK  WP
158,584,"Shomk al abda
",,8,2023-01-30 00:00:00,CEVAP YOK  WP
159,585,"Shomk al abda
",,0,2023-02-20,HATIRLATMA VE SORUYA CEVAP VERME
160,586,"Shomk al abda
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
161,587,"Atlantic Aluminium Workshop Misfah
",,4,2022-12-19 00:00:00,CEVAP YOK
162,588,"Atlantic Aluminium Workshop Misfah
",,5,2023-01-05 00:00:00,CEVAP YOK  WP
163,589,"Atlantic Aluminium Workshop Misfah
",,6,2023-01-17 00:00:00,CEVAP YOK  WP
164,590,"Atlantic Aluminium Workshop Misfah
",,8,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
165,591,"Atlantic Aluminium Workshop Misfah
",,0,2023-02-20,HATIRLATMA VE SORUYA CEVAP VERME
166,592,"Atlantic Aluminium Workshop Misfah
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
167,593,"Al Mimari Industries
",,5,2022-12-19 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
168,594,"Al Mimari Industries
",,6,2022-12-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
169,595,"Al Mimari Industries
",,7,2023-01-16 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
170,596,"Al Mimari Industries
",,8,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
171,597,"Al Mimari Industries
",,0,2023-02-24,HATIRLATMA VE SORUYA CEVAP VERME
172,598,"Al Mimari Industries
",,0,2023-02-28,CEVAP YOK  WP
173,599,"Al Mimari Industries
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
174,600,"WINDOOR OMAN
",,4,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
175,601,"WINDOOR OMAN
",,5,2023-01-05 00:00:00,CEVAP YOK  WP
176,602,"WINDOOR OMAN
",,6,2023-01-17 00:00:00,CEVAP YOK  WP
177,603,"WINDOOR OMAN
",,7,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
178,604,"WINDOOR OMAN
",,0,2023-02-20,CEVAP YOK  WP
179,605,"WINDOOR OMAN
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
180,606,"MAHAWAR MAZOON UPVC PRODUCTS
",,3,2022-12-19 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
181,607,"MAHAWAR MAZOON UPVC PRODUCTS
",,5,2023-01-05 00:00:00,SONRA ARA
182,608,"MAHAWAR MAZOON UPVC PRODUCTS
",,6,2023-01-17 00:00:00,CEVAP YOK  WP
183,609,"MAHAWAR MAZOON UPVC PRODUCTS
",,8,2023-01-30 00:00:00,CEVAP YOK  WP
184,610,"MAHAWAR MAZOON UPVC PRODUCTS
",,0,2023-02-20,KATALOG WP
185,611,"MAHAWAR MAZOON UPVC PRODUCTS
",,0,2023-03-09,HATIRLATMA VE SORUYA CEVAP VERME
186,612,"AL ESRY ALUMINIUM LLC
",,3,2022-12-19 00:00:00,CEVAP YOK
187,613,"AL ESRY ALUMINIUM LLC
",,4,2023-01-05 00:00:00,CEVAP YOK  WP
188,614,"AL ESRY ALUMINIUM LLC
",,5,2023-01-17 00:00:00,CEVAP YOK  WP
189,615,"AL ESRY ALUMINIUM LLC
",,8,2023-01-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
190,616,"AL ESRY ALUMINIUM LLC
",,0,2023-02-20,CEVAP YOK  WP
191,617,"AL ESRY ALUMINIUM LLC
",,0,2023-03-09,CEVAP YOK
192,618,ALCICO Aluminium Company,,5,2022-12-19 00:00:00,CEVAP YOK
193,619,ALCICO Aluminium Company,,6,2022-12-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
194,620,ALCICO Aluminium Company,,7,2023-01-05 00:00:00,CEVAP YOK
195,621,ALCICO Aluminium Company,,9,2023-01-23 00:00:00,ŞİMDİLİK OLMUYOR
196,622,ALCICO Aluminium Company,,9,2023-01-18 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
197,623,ALCICO Aluminium Company,,0,2023-03-13,CEVAP YOK  WP
198,624,Alu Pro,,5,2022-12-19 00:00:00,CEVAP YOK
199,625,Alu Pro,,6,2022-12-30 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
200,626,Alu Pro,,7,2023-01-05 00:00:00,CEVAP YOK
201,627,Alu Pro,,10,2023-01-23 00:00:00,CEVAP YOK
202,628,Alu Pro,,0,2023-02-21,CEVAP YOK  WP
203,629,Ammouri Aluminum,,4,2022-12-19 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
204,630,Ammouri Aluminum,,5,2022-12-30 00:00:00,PROJE BEKLENİYOR
205,631,Ammouri Aluminum,,6,2023-01-13 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
206,632,"GTS Aluminum
",,3,2022-12-19 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
207,633,"GTS Aluminum
",,4,2023-01-05 00:00:00,ŞİMDİLİK OLMUYOR
208,634,"GTS Aluminum
",,0,2023-02-21 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
209,635,"Safra Aluminium
",,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
210,636,"Safra Aluminium
",,4,2023-01-05 00:00:00,CEVAP YOK  WP
211,637,"Safra Aluminium
",,0,2023-02-21 00:00:00,CEVAP YOK  WP
212,638,"StoreFlex (by Emile El Khoury)
",,3,2022-12-19 00:00:00,ŞİMDİLİK OLMUYOR
213,639,"StoreFlex (by Emile El Khoury)
",,4,2023-01-05 00:00:00,ŞİMDİLİK OLMUYOR
214,640,"StoreFlex (by Emile El Khoury)
",,0,2023-02-21 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
215,641,"Elite aluminium sarl
",,3,2022-12-19 00:00:00,CEVAP YOK
216,642,"Elite aluminium sarl
",,4,2023-01-05 00:00:00,CEVAP YOK
217,643,"Elite aluminium sarl
",,0,2023-02-21 00:00:00,CEVAP YOK  EMAIL
218,644,Alugex,,3,2022-12-19 00:00:00,KATALOG EMİAL
219,645,Alugex,,4,2023-01-05 00:00:00,CEVAP YOK
220,646,Alugex,,0,2023-02-21 00:00:00,CEVAP YOK  EMAIL
221,647,"Atalium
",,3,2022-12-19 00:00:00,KATALOG WP 
222,648,"Atalium
",,0,NaT,nan
223,649,"Atalium
",,0,2023-02-21 00:00:00,CEVAP YOK  WP
224,650,ATCO,,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
225,651,ATCO,,4,2023-01-06 00:00:00,CEVAP YOK
226,652,ATCO,,5,2023-01-13 00:00:00,CEVAP YOK  WP
227,653,ATCO,,0,2023-02-21 00:00:00,CEVAP YOK  WP
228,654,"Guarantee for Glass and Aluminium
",,3,2022-12-19 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
229,655,"Guarantee for Glass and Aluminium
",,4,2023-01-06 00:00:00,CEVAP YOK
230,656,"Guarantee for Glass and Aluminium
",,5,2023-01-13 00:00:00,CEVAP YOK  WP
231,657,"Guarantee for Glass and Aluminium
",,0,2023-02-21 00:00:00,CEVAP YOK  WP
232,658,"ARCADIA:: Aluminum in Lebanon, Aluminium in Lebanon
",,3,2022-12-19 00:00:00,CEVAP YOK KATALOG  WP
233,659,"ARCADIA:: Aluminum in Lebanon, Aluminium in Lebanon
",,4,2023-01-06 00:00:00,SONRA ARA
234,660,"ARCADIA:: Aluminum in Lebanon, Aluminium in Lebanon
",,5,2023-01-13 00:00:00,SONRA ARA
235,661,"ARCADIA:: Aluminum in Lebanon, Aluminium in Lebanon
",,6,2023-01-27 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
236,662,"ARCADIA:: Aluminum in Lebanon, Aluminium in Lebanon
",,0,2023-02-21,CEVAP YOK  WP
237,663,Ahmad Itani,,4,2022-12-20 00:00:00,CEVAP YOK KATALOG  WP
238,664,Ahmad Itani,,5,2023-01-06 00:00:00,ŞİMDİLİK OLMUYOR
239,665,Ahmad Itani,,6,2023-01-13 00:00:00,ZIYARETE GELEBİLİR
240,666,Ahmad Itani,,7,2023-01-27 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
241,667,Ahmad Itani,,0,2023-02-21,ZIYARETE GELEBİLİR
242,668,Ahmad Itani,,0,2023-02-28,HATIRLATMA VE SORUYA CEVAP VERME
243,669,"Aluminium Roni
",,3,2022-12-20 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
244,670,"Aluminium Roni
",,4,2023-01-06 00:00:00,ŞİMDİLİK OLMUYOR
245,671,"Aluminium Roni
",,5,2023-01-13 00:00:00,CEVAP YOK  WP
246,672,"Aluminium Roni
",,6,2023-01-27 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
247,673,"Aluminium Roni
",,0,2023-02-21,CEVAP YOK  WP
248,674,"Glass com
",,3,2022-12-20 00:00:00,CEVAP YOK KATALOG  WP
249,675,"Glass com
",,4,2023-01-06 00:00:00,CEVAP YOK  WP
250,676,"Glass com
",,5,2023-01-13 00:00:00,CEVAP YOK  WP
251,677,"Glass com
",,6,2023-01-27 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
252,678,"Glass com
",,0,2023-02-21, 1:18
253,679,"Profico- Aluminum and Glass Experts- Aluminium in Lebanon, Glass in Lebanon, Aluminum in Lebanon
",,3,2022-12-20 00:00:00,CEVAP YOK KATALOG  WP
254,680,"Profico- Aluminum and Glass Experts- Aluminium in Lebanon, Glass in Lebanon, Aluminum in Lebanon
",,4,2023-01-06 00:00:00,CEVAP YOK  WP
255,681,"Profico- Aluminum and Glass Experts- Aluminium in Lebanon, Glass in Lebanon, Aluminum in Lebanon
",,5,2023-01-16 00:00:00,KATALOG WP 
256,682,"Profico- Aluminum and Glass Experts- Aluminium in Lebanon, Glass in Lebanon, Aluminum in Lebanon
",,6,2023-01-13 00:00:00,CEVAP YOK  WP
257,683,"Profico- Aluminum and Glass Experts- Aluminium in Lebanon, Glass in Lebanon, Aluminum in Lebanon
",,7,2023-01-27 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
258,684,"Profico- Aluminum and Glass Experts- Aluminium in Lebanon, Glass in Lebanon, Aluminum in Lebanon
",,0,2023-02-21,CEVAP YOK  WP
259,685,"""ISSA GROUPE CO.
""",,3,2022-12-20 00:00:00,CEVAP YOK
260,686,"""ISSA GROUPE CO.
""",,4,2023-01-06 00:00:00,CEVAP YOK  WP
261,687,"""ISSA GROUPE CO.
""",,5,2023-01-13 00:00:00,CEVAP YOK
262,688,"Mikati Manufacturing SARL
",,3,2022-12-20 00:00:00,CEVAP YOK
263,689,"Mikati Manufacturing SARL
",,4,2023-01-06 00:00:00,CEVAP YOK
264,690,"Mikati Manufacturing SARL
",,5,2023-01-13 00:00:00,CEVAP YOK
265,691,"D8 Metals
",,3,2022-12-20 00:00:00,KATALOG WP 
266,692,"D8 Metals
",,5,2023-01-06 00:00:00,CEVAP YOK  WP
267,693,"D8 Metals
",,6,2023-01-13 00:00:00,CEVAP YOK  WP
268,694,"D8 Metals
",,7,2023-01-27 00:00:00,HATIRLATMA VE SORUYA CEVAP VERME
269,695,"D8 Metals
",,0,2023-02-21,HATIRLATMA VE SORUYA CEVAP VERME
270,696,"Dalbana Company Aluminum & Glass
",,3,2022-12-20 00:00:00,CEVAP YOK KATALOG  WP
271,697,"Dalbana Company Aluminum & Glass
",,4,2023-01-06 00:00:00,CEVAP YOK  WP
